Uniprot ID,Gene-name,Lung,,,Spleen (White pulp),,,Liver,,,Heart,,, Renal cortex,,,Renal medulla,,,Testis,,,Thyroid,,
Q6ZRP7,QSOX2,,,,,,,0.5959 ,0.0006 ,0.0042 ,,,,0.2924 ,0.0014 ,0.0101 ,,,,,,,,,
Q6ZRV2,FAM83H,,,,,,,0.3367 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
Q6ZS81,WDFY4,,,,-0.5849 ,0.0110 ,0.0454 ,,,,,,,,,,,,,,,,,,
Q6ZSJ8,C1orf122,,,,,,,,,,-0.4640 ,0.0024 ,0.0140 ,,,,,,,,,,,,
Q6ZSR9,,,,,,,,0.3168 ,0.0000 ,0.0003 ,,,,,,,,,,,,,,,
Q6ZSS7,MFSD6,,,,0.3976 ,0.0011 ,0.0088 ,,,,,,,,,,,,,,,,,,
Q6ZSZ5,ARHGEF18,,,,-0.3022 ,0.0029 ,0.0177 ,,,,,,,,,,,,,,,,,,
Q6ZU35,CRACD,,,,-0.3150 ,0.0106 ,0.0443 ,,,,,,,,,,,,,,,,,,
Q6ZUJ8,PIK3AP1,,,,0.3637 ,0.0118 ,0.0477 ,0.3500 ,0.0004 ,0.0031 ,,,,,,,,,,,,,,,
Q6ZUM4,ARHGAP27,,,,,,,,,,,,,0.2821 ,0.0004 ,0.0043 ,,,,,,,,,
Q6ZUT6,CCDC9B,,,,0.3381 ,0.0020 ,0.0135 ,,,,,,,,,,,,,,,,0.4250 ,0.0085 ,0.0449 
Q6ZVK8,NUDT18,,,,-0.3985 ,0.0002 ,0.0022 ,,,,,,,,,,,,,,,,,,
Q6ZVM7,TOM1L2,,,,-0.2981 ,0.0028 ,0.0171 ,,,,,,,,,,,,,,,,-0.4756 ,0.0011 ,0.0119 
Q6ZWJ1,STXBP4,0.2927 ,0.0052 ,0.0310 ,,,,,,,,,,,,,,,,,,,,,
Q6ZWL3,CYP4V2,,,,,,,-0.9237 ,0.0047 ,0.0218 ,,,,,,,,,,,,,,,
Q6ZXV5,TMTC3,,,,0.5094 ,0.0002 ,0.0023 ,0.4790 ,0.0001 ,0.0006 ,,,,,,,,,,,,,0.6887 ,0.0058 ,0.0346 
Q702N8,XIRP1,,,,,,,,,,0.4387 ,0.0003 ,0.0033 ,,,,,,,,,,,,
Q70CQ2,USP34,-0.3239 ,0.0029 ,0.0206 ,0.6779 ,0.0025 ,0.0160 ,,,,,,,,,,,,,,,,,,
Q70E73,RAPH1,-0.2905 ,0.0000 ,0.0010 ,0.5670 ,0.0000 ,0.0002 ,,,,,,,,,,,,,,,,,,
Q70EL4,USP43,,,,,,,0.8371 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
Q70IA8,MOB3C,-0.5260 ,0.0030 ,0.0208 ,,,,,,,,,,,,,,,,,,,,,
Q70JA7,CHSY3,0.9611 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,
Q70UQ0,IKBIP,0.6502 ,0.0000 ,0.0005 ,0.5879 ,0.0005 ,0.0049 ,,,,-0.8396 ,0.0000 ,0.0001 ,,,,,,,,,,,,
Q711Q0,CEFIP,,,,,,,,,,-0.3220 ,0.0043 ,0.0215 ,,,,,,,,,,,,
Q712K3,UBE2R2,,,,-0.5700 ,0.0008 ,0.0071 ,,,,,,,,,,,,,,,,,,
Q71RC2,LARP4,0.5780 ,0.0003 ,0.0035 ,0.5163 ,0.0042 ,0.0229 ,,,,,,,0.4484 ,0.0000 ,0.0000 ,,,,,,,,,
Q71RG4,TMUB2,,,,,,,0.4352 ,0.0000 ,0.0001 ,,,,0.5741 ,0.0007 ,0.0063 ,,,,,,,,,
Q71UM5,RPS27L,,,,,,,0.3525 ,0.0004 ,0.0031 ,,,,0.3285 ,0.0028 ,0.0170 ,,,,,,,0.8344 ,0.0087 ,0.0456 
Q75QN2,INTS8,,,,,,,,,,0.3811 ,0.0065 ,0.0298 ,,,,,,,,,,,,
Q765P7,MTSS2,,,,0.4348 ,0.0011 ,0.0085 ,,,,,,,,,,,,,,,,,,
Q76N89,HECW1,,,,,,,,,,,,,-0.7110 ,0.0027 ,0.0169 ,,,,,,,,,
Q7KZF4,SND1,0.4411 ,0.0000 ,0.0007 ,0.4692 ,0.0003 ,0.0036 ,0.3796 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
Q7KZI7,MARK2,,,,,,,,,,,,,0.2663 ,0.0014 ,0.0100 ,,,,,,,,,
Q7KZN9,COX15,0.5212 ,0.0007 ,0.0077 ,0.4983 ,0.0030 ,0.0179 ,0.5453 ,0.0000 ,0.0001 ,,,,,,,0.6570 ,0.0013 ,0.0288 ,,,,,,
Q7L014,DDX46,0.3066 ,0.0012 ,0.0112 ,0.3065 ,0.0021 ,0.0142 ,0.3710 ,0.0000 ,0.0005 ,,,,,,,,,,,,,0.3078 ,0.0068 ,0.0389 
Q7L099,RUFY3,,,,,,,0.4315 ,0.0000 ,0.0003 ,,,,,,,,,,,,,,,
Q7L0Y3,TRMT10C,,,,0.2831 ,0.0012 ,0.0094 ,0.5795 ,0.0000 ,0.0000 ,,,,,,,,,,,,,0.5485 ,0.0006 ,0.0085 
Q7L1Q6,BZW1,0.4235 ,0.0003 ,0.0044 ,,,,0.5612 ,0.0000 ,0.0000 ,,,,,,,,,,,,,0.3748 ,0.0008 ,0.0100 
Q7L1V2,MON1B,0.3975 ,0.0096 ,0.0473 ,,,,0.4006 ,0.0000 ,0.0006 ,,,,,,,,,,,,,0.6921 ,0.0002 ,0.0053 
Q7L266,ASRGL1,0.9389 ,0.0035 ,0.0234 ,,,,,,,,,,,,,,,,,,,,,
Q7L2E3,DHX30,0.3226 ,0.0006 ,0.0064 ,,,,0.3520 ,0.0007 ,0.0050 ,,,,,,,,,,,,,,,
Q7L2H7,EIF3M,0.4000 ,0.0023 ,0.0174 ,,,,,,,,,,,,,,,,,,,0.8002 ,0.0001 ,0.0022 
Q7L311,ARMCX2,,,,0.3849 ,0.0089 ,0.0391 ,,,,,,,,,,,,,,,,,,
Q7L523,RRAGA,,,,,,,0.3892 ,0.0046 ,0.0216 ,,,,,,,,,,,,,,,
Q7L576,CYFIP1,,,,,,,,,,,,,,,,,,,,,,0.4350 ,0.0002 ,0.0051 
Q7L592,NDUFAF7,,,,,,,0.4814 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
Q7L5N1,COPS6,,,,-0.3432 ,0.0011 ,0.0088 ,,,,,,,,,,,,,,,,,,
Q7L5N7,LPCAT2,,,,0.5396 ,0.0048 ,0.0254 ,,,,0.4131 ,0.0049 ,0.0238 ,,,,,,,,,,,,
Q7L7V1,DHX32,,,,,,,0.4100 ,0.0036 ,0.0179 ,,,,,,,,,,,,,,,
Q7L8J4,SH3BP5L,,,,,,,0.2683 ,0.0044 ,0.0210 ,,,,,,,,,,,,,,,
Q7L8L6,FASTKD5,,,,,,,0.3937 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
Q7LBR1,CHMP1B,,,,,,,,,,,,,0.2884 ,0.0039 ,0.0225 ,,,,,,,,,
Q7LG56,RRM2B,,,,,,,,,,,,,,,,,,,,,,0.7358 ,0.0013 ,0.0137 
Q7LGA3,HS2ST1,0.5240 ,0.0002 ,0.0034 ,0.5472 ,0.0001 ,0.0012 ,0.6196 ,0.0000 ,0.0000 ,,,,0.3964 ,0.0000 ,0.0002 ,0.3941 ,0.0005 ,0.0168 ,,,,,,
Q7RTS9,DYM,,,,,,,,,,,,,,,,,,,,,,0.2994 ,0.0078 ,0.0424 
Q7RTV0,PHF5A,0.4805 ,0.0001 ,0.0019 ,0.5170 ,0.0003 ,0.0036 ,,,,,,,,,,,,,,,,0.8318 ,0.0000 ,0.0016 
Q7Z2E3,APTX,,,,,,,,,,,,,,,,,,,,,,0.6373 ,0.0000 ,0.0014 
Q7Z2W9,MRPL21,0.6927 ,0.0023 ,0.0173 ,,,,0.8748 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
Q7Z304,MAMDC2,,,,0.8642 ,0.0003 ,0.0036 ,,,,,,,,,,,,,,,,1.0207 ,0.0027 ,0.0218 
Q7Z333,SETX,,,,,,,,,,,,,0.2870 ,0.0063 ,0.0322 ,,,,,,,,,
Q7Z392,TRAPPC11,,,,,,,0.3103 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
Q7Z3C6,ATG9A,,,,,,,,,,0.3497 ,0.0065 ,0.0298 ,,,,,,,,,,,,
Q7Z3T8,ZFYVE16,,,,-0.2690 ,0.0055 ,0.0275 ,,,,,,,,,,,,,,,,,,
Q7Z3U7,MON2,,,,,,,,,,,,,,,,,,,,,,0.4968 ,0.0005 ,0.0077 
Q7Z401,DENND4A,,,,,,,,,,,,,0.3828 ,0.0087 ,0.0407 ,,,,,,,,,
Q7Z404,TMC4,0.7317 ,0.0001 ,0.0015 ,,,,,,,,,,,,,,,,,,,,,
Q7Z406,MYH14,,,,,,,,,,,,,0.3302 ,0.0001 ,0.0018 ,,,,,,,,,
Q7Z417,NUFIP2,0.5010 ,0.0000 ,0.0000 ,0.4194 ,0.0006 ,0.0055 ,0.7673 ,0.0000 ,0.0000 ,,,,0.3909 ,0.0002 ,0.0022 ,0.5761 ,0.0004 ,0.0165 ,,,,0.3759 ,0.0003 ,0.0061 
Q7Z460,CLASP1,,,,0.2894 ,0.0000 ,0.0008 ,,,,,,,,,,,,,,,,,,
Q7Z4F1,LRP10,,,,,,,,,,,,,0.5611 ,0.0055 ,0.0291 ,0.6238 ,0.0001 ,0.0089 ,,,,,,
Q7Z4G4,TRMT11,0.3686 ,0.0026 ,0.0190 ,,,,,,,,,,,,,,,,,,,,,
Q7Z4H3,HDDC2,,,,-1.0459 ,0.0016 ,0.0114 ,,,,,,,-0.6304 ,0.0002 ,0.0025 ,,,,,,,,,
Q7Z4H8,POGLUT3,,,,,,,,,,-0.4940 ,0.0014 ,0.0098 ,,,,,,,,,,-0.7966 ,0.0026 ,0.0214 
Q7Z4S6,KIF21A,,,,,,,,,,,,,,,,,,,,,,0.4303 ,0.0074 ,0.0411 
Q7Z4W1,DCXR,,,,,,,,,,,,,-0.7433 ,0.0000 ,0.0000 ,,,,,,,,,
Q7Z5G4,GOLGA7,,,,0.3234 ,0.0030 ,0.0179 ,,,,,,,0.4208 ,0.0000 ,0.0000 ,,,,,,,0.4681 ,0.0009 ,0.0110 
Q7Z5L7,PODN,,,,,,,,,,-0.4211 ,0.0006 ,0.0051 ,,,,,,,,,,,,
Q7Z5N4,SDK1,,,,0.4194 ,0.0116 ,0.0469 ,,,,,,,0.6478 ,0.0021 ,0.0139 ,,,,,,,,,
Q7Z5R6,APBB1IP,,,,,,,0.4264 ,0.0006 ,0.0044 ,,,,,,,,,,,,,,,
Q7Z699,SPRED1,-0.4316 ,0.0004 ,0.0047 ,,,,,,,,,,,,,,,,,,,,,
Q7Z6B0,CCDC91,,,,-0.5798 ,0.0108 ,0.0448 ,,,,,,,,,,,,,,,,,,
Q7Z6E9,RBBP6,,,,0.2869 ,0.0035 ,0.0202 ,0.5786 ,0.0006 ,0.0047 ,,,,,,,,,,,,,,,
Q7Z6J2,GRASP,,,,0.5800 ,0.0114 ,0.0466 ,,,,,,,,,,,,,,,,,,
Q7Z6J4,FGD2,,,,0.3787 ,0.0057 ,0.0284 ,,,,,,,0.4721 ,0.0068 ,0.0343 ,,,,,,,,,
Q7Z6K5,ARPIN,,,,-0.4058 ,0.0061 ,0.0297 ,-0.5079 ,0.0027 ,0.0144 ,-0.2748 ,0.0031 ,0.0172 ,,,,,,,,,,-0.4378 ,0.0047 ,0.0307 
Q7Z739,YTHDF3,0.3575 ,0.0020 ,0.0156 ,,,,0.4649 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
Q7Z794,KRT77,,,,,,,,,,0.7106 ,0.0001 ,0.0009 ,,,,,,,,,,,,
Q7Z7A4,PXK,,,,,,,,,,,,,,,,-0.2833 ,0.0020 ,0.0379 ,,,,,,
Q7Z7F0,KHDC4,,,,,,,-0.5352 ,0.0026 ,0.0140 ,,,,,,,,,,,,,,,
Q7Z7F7,MRPL55,0.9527 ,0.0016 ,0.0134 ,,,,0.6515 ,0.0000 ,0.0004 ,,,,,,,,,,,,,,,
Q7Z7G0,ABI3BP,,,,,,,,,,-1.3045 ,0.0090 ,0.0373 ,,,,,,,,,,,,
Q7Z7H5,TMED4,,,,,,,0.2974 ,0.0093 ,0.0366 ,,,,,,,0.4498 ,0.0000 ,0.0009 ,,,,,,
Q7Z7H8,MRPL10,,,,,,,0.6519 ,0.0027 ,0.0142 ,,,,,,,,,,,,,,,
Q7Z7K0,CMC1,,,,,,,,,,0.2680 ,0.0011 ,0.0080 ,,,,,,,,,,,,
Q7Z7K6,CENPV,,,,-0.4575 ,0.0025 ,0.0157 ,-0.5801 ,0.0132 ,0.0482 ,0.5232 ,0.0000 ,0.0001 ,,,,,,,,,,,,
Q7Z7L1,SLFN11,,,,,,,1.0194 ,0.0002 ,0.0021 ,,,,,,,,,,,,,,,
Q7Z7L8,C11orf96,,,,0.8400 ,0.0002 ,0.0031 ,,,,,,,1.2201 ,0.0099 ,0.0450 ,,,,,,,,,
Q7Z7M9,GALNT5,0.7558 ,0.0003 ,0.0041 ,,,,,,,,,,,,,,,,,,,,,
Q7Z7N9,TMEM179B,,,,,,,,,,,,,0.4562 ,0.0013 ,0.0098 ,0.7412 ,0.0002 ,0.0110 ,,,,,,
Q86SE5,RALYL,,,,,,,,,,,,,-0.8409 ,0.0005 ,0.0048 ,,,,,,,,,
Q86SF2,GALNT7,0.5294 ,0.0000 ,0.0000 ,,,,,,,,,,0.5930 ,0.0004 ,0.0043 ,,,,,,,,,
Q86SK9,SCD5,-0.8927 ,0.0007 ,0.0078 ,,,,,,,,,,,,,,,,,,,,,
Q86SQ0,PHLDB2,,,,,,,,,,,,,0.3061 ,0.0002 ,0.0027 ,,,,,,,,,
Q86SX6,GLRX5,,,,,,,,,,,,,-0.4605 ,0.0002 ,0.0026 ,,,,,,,,,
Q86SZ2,TRAPPC6B,,,,,,,,,,,,,,,,,,,,,,0.3871 ,0.0010 ,0.0112 
Q86T03,PIP4P1,,,,,,,0.4333 ,0.0000 ,0.0006 ,,,,,,,,,,,,,0.6353 ,0.0002 ,0.0051 
Q86T13,CLEC14A,,,,,,,,,,,,,,,,,,,,,,0.5494 ,0.0009 ,0.0109 
Q86T65,DAAM2,,,,0.7427 ,0.0004 ,0.0043 ,,,,,,,,,,,,,,,,,,
Q86TD4,SRL,,,,,,,,,,0.4161 ,0.0000 ,0.0005 ,,,,,,,,,,,,
Q86TM6,SYVN1,,,,0.6274 ,0.0002 ,0.0024 ,,,,,,,0.3854 ,0.0000 ,0.0007 ,0.4895 ,0.0000 ,0.0041 ,,,,,,
Q86TP1,PRUNE1,,,,-0.6283 ,0.0001 ,0.0015 ,,,,,,,,,,,,,,,,,,
Q86TS9,MRPL52,1.2858 ,0.0004 ,0.0050 ,,,,0.8466 ,0.0000 ,0.0002 ,,,,,,,,,,,,,,,
Q86TV6,TTC7B,,,,,,,0.3405 ,0.0031 ,0.0158 ,,,,,,,,,,,,,,,
Q86TX2,ACOT1,,,,,,,,,,,,,-0.4858 ,0.0000 ,0.0004 ,,,,,,,,,
Q86U10,ASPG,,,,,,,,,,,,,0.9460 ,0.0000 ,0.0004 ,,,,,,,,,
Q86U17,SERPINA11,,,,,,,-0.5263 ,0.0012 ,0.0076 ,,,,,,,,,,,,,,,
Q86U28,ISCA2,,,,,,,,,,-0.3143 ,0.0001 ,0.0011 ,,,,,,,,,,,,
Q86U42,PABPN1,0.6048 ,0.0069 ,0.0379 ,,,,,,,,,,,,,,,,,,,,,
Q86U86,PBRM1,,,,,,,,,,-0.5461 ,0.0105 ,0.0419 ,,,,,,,,,,,,
Q86UA1,PRPF39,,,,,,,,,,,,,,,,,,,,,,0.3971 ,0.0046 ,0.0302 
Q86UE4,MTDH,,,,0.3436 ,0.0003 ,0.0037 ,0.3860 ,0.0074 ,0.0310 ,,,,,,,,,,,,,,,
Q86UE8,TLK2,,,,,,,,,,,,,,,,,,,,,,0.5172 ,0.0101 ,0.0499 
Q86UK7,ZNF598,,,,0.4987 ,0.0000 ,0.0002 ,0.6118 ,0.0000 ,0.0000 ,,,,0.3532 ,0.0026 ,0.0160 ,,,,,,,,,
Q86UL3,GPAT4,,,,,,,,,,,,,0.3711 ,0.0002 ,0.0023 ,0.3835 ,0.0011 ,0.0265 ,,,,,,
Q86UQ4,ABCA13,,,,,,,,,,,,,,,,,,,,,,0.3154 ,0.0084 ,0.0445 
Q86UU0,BCL9L,0.5664 ,0.0009 ,0.0093 ,,,,,,,,,,,,,,,,,,,,,
Q86UX2,ITIH5,,,,,,,,,,,,,,,,-0.7291 ,0.0017 ,0.0328 ,,,,,,
Q86UY8,NT5DC3,0.6754 ,0.0000 ,0.0010 ,,,,,,,,,,,,,,,,,,,,,
Q86V15,CASZ1,,,,,,,,,,0.2802 ,0.0073 ,0.0321 ,,,,,,,,,,,,
Q86V21,AACS,,,,,,,0.4249 ,0.0001 ,0.0013 ,,,,0.3473 ,0.0015 ,0.0106 ,,,,,,,,,
Q86V48,LUZP1,,,,,,,,,,,,,0.2905 ,0.0006 ,0.0055 ,,,,,,,,,
Q86V87,FAM160B2,,,,,,,,,,-0.3921 ,0.0002 ,0.0022 ,,,,,,,,,,,,
Q86V88,MDP1,,,,-0.7043 ,0.0002 ,0.0031 ,-0.7795 ,0.0079 ,0.0325 ,,,,-0.4393 ,0.0000 ,0.0009 ,,,,,,,-0.5358 ,0.0015 ,0.0146 
Q86VB7,CD163,1.3558 ,0.0000 ,0.0000 ,1.2409 ,0.0000 ,0.0002 ,0.7217 ,0.0000 ,0.0005 ,0.8904 ,0.0000 ,0.0001 ,1.6257 ,0.0000 ,0.0005 ,1.3057 ,0.0000 ,0.0024 ,,,,1.7818 ,0.0002 ,0.0045 
Q86VL8,SLC47A2,,,,,,,,,,,,,0.6087 ,0.0045 ,0.0251 ,,,,,,,,,
Q86VM9,ZC3H18,,,,,,,,,,,,,,,,,,,,,,0.4664 ,0.0019 ,0.0172 
Q86VP1,TAX1BP1,,,,,,,0.4518 ,0.0006 ,0.0043 ,,,,0.5252 ,0.0000 ,0.0002 ,,,,,,,,,
Q86VP6,CAND1,-0.3409 ,0.0011 ,0.0103 ,,,,,,,,,,,,,,,,,,,,,
Q86VS8,HOOK3,,,,0.2647 ,0.0003 ,0.0033 ,0.4414 ,0.0000 ,0.0000 ,,,,,,,,,,,,,0.3926 ,0.0001 ,0.0035 
Q86VU5,COMTD1,,,,,,,0.9903 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
Q86W42,THOC6,,,,,,,,,,0.3571 ,0.0000 ,0.0001 ,,,,,,,,,,0.3968 ,0.0085 ,0.0446 
Q86W50,METTL16,,,,,,,0.4875 ,0.0002 ,0.0020 ,,,,,,,,,,,,,,,
Q86W56,PARG,,,,,,,,,,,,,-0.4598 ,0.0000 ,0.0002 ,,,,,,,,,
Q86W92,PPFIBP1,-0.3751 ,0.0066 ,0.0366 ,0.3933 ,0.0001 ,0.0012 ,,,,,,,0.3184 ,0.0001 ,0.0010 ,,,,,,,,,
Q86WA6,BPHL,,,,,,,,,,,,,-0.8050 ,0.0004 ,0.0044 ,,,,,,,,,
Q86WA8,LONP2,,,,,,,,,,,,,-0.3424 ,0.0002 ,0.0022 ,,,,,,,,,
Q86WB0,ZC3HC1,,,,,,,,,,,,,,,,,,,,,,0.3642 ,0.0025 ,0.0209 
Q86WC4,OSTM1,0.6781 ,0.0000 ,0.0006 ,,,,,,,0.4732 ,0.0016 ,0.0105 ,0.5547 ,0.0055 ,0.0293 ,,,,,,,,,
Q86WJ1,CHD1L,,,,,,,0.6735 ,0.0053 ,0.0239 ,,,,,,,,,,,,,,,
Q86WQ0,NR2C2AP,,,,-0.4701 ,0.0058 ,0.0286 ,,,,,,,-0.2898 ,0.0045 ,0.0249 ,,,,,,,,,
Q86WR7,PROSER2,,,,,,,,,,,,,0.5050 ,0.0070 ,0.0351 ,,,,,,,0.5674 ,0.0006 ,0.0082 
Q86WU2,LDHD,,,,,,,,,,,,,-0.4431 ,0.0001 ,0.0015 ,,,,,,,,,
Q86WV1,SKAP1,,,,-0.9040 ,0.0078 ,0.0356 ,,,,,,,,,,,,,,,,,,
Q86WV6,STING1,,,,0.7226 ,0.0011 ,0.0088 ,,,,,,,,,,,,,,,,,,
Q86WX3,RPS19BP1,,,,,,,0.4609 ,0.0020 ,0.0112 ,,,,,,,,,,,,,,,
Q86X10,RALGAPB,,,,,,,,,,,,,,,,,,,,,,0.2700 ,0.0050 ,0.0318 
Q86X29,LSR,,,,0.5726 ,0.0021 ,0.0141 ,,,,,,,,,,,,,,,,0.3025 ,0.0077 ,0.0423 
Q86X52,CHSY1,,,,1.0534 ,0.0053 ,0.0270 ,,,,,,,,,,,,,,,,,,
Q86X76,NIT1,,,,,,,,,,,,,-0.2949 ,0.0001 ,0.0015 ,,,,,,,,,
Q86X83,COMMD2,,,,,,,,,,,,,-0.2793 ,0.0053 ,0.0283 ,,,,,,,,,
Q86XA9,HEATR5A,,,,,,,,,,,,,0.5264 ,0.0076 ,0.0374 ,,,,,,,,,
Q86XE5,HOGA1,,,,,,,0.4226 ,0.0026 ,0.0140 ,0.6937 ,0.0000 ,0.0001 ,-0.4441 ,0.0014 ,0.0100 ,,,,,,,,,
Q86XL3,ANKLE2,,,,0.5455 ,0.0010 ,0.0081 ,,,,,,,,,,,,,,,,,,
Q86XP1,DGKH,,,,,,,,,,,,,0.3738 ,0.0072 ,0.0359 ,,,,,,,,,
Q86XZ4,SPATS2,0.4138 ,0.0059 ,0.0338 ,,,,,,,,,,,,,,,,,,,,,
Q86Y07,VRK2,,,,,,,0.4386 ,0.0002 ,0.0022 ,,,,,,,,,,,,,,,
Q86Y22,COL23A1,,,,,,,,,,1.0011 ,0.0003 ,0.0030 ,,,,,,,,,,0.9717 ,0.0002 ,0.0041 
Q86Y34,ADGRG3,1.0576 ,0.0091 ,0.0454 ,,,,,,,,,,,,,,,,,,,,,
Q86Y79,PTRH1,1.2078 ,0.0000 ,0.0006 ,,,,,,,,,,,,,,,,,,,,,
Q86Y82,STX12,,,,,,,0.4220 ,0.0035 ,0.0176 ,,,,0.4575 ,0.0000 ,0.0000 ,0.3276 ,0.0030 ,0.0456 ,,,,0.6005 ,0.0000 ,0.0006 
Q86YB7,ECHDC2,,,,,,,,,,,,,-0.5365 ,0.0000 ,0.0002 ,,,,,,,,,
Q86YD3,TMEM25,,,,,,,,,,,,,,,,,,,,,,1.5324 ,0.0049 ,0.0315 
Q86YE8,ZNF573,,,,0.7782 ,0.0038 ,0.0215 ,,,,,,,,,,,,,,,,,,
Q86YH6,PDSS2,,,,,,,0.4678 ,0.0019 ,0.0108 ,,,,,,,,,,,,,,,
Q86YP4,GATAD2A,,,,,,,,,,0.3853 ,0.0003 ,0.0030 ,,,,,,,,,,,,
Q86YQ8,CPNE8,-0.3434 ,0.0091 ,0.0457 ,,,,,,,,,,,,,,,,,,,,,
Q86YS6,RAB43,,,,,,,0.4232 ,0.0009 ,0.0063 ,,,,,,,,,,,,,,,
Q86YT5,SLC13A5,,,,,,,0.9937 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
Q86YT6,MIB1,-0.3322 ,0.0001 ,0.0022 ,,,,,,,,,,,,,,,,,,,,,
Q86YV0,RASAL3,,,,-0.3512 ,0.0021 ,0.0138 ,,,,,,,,,,,,,,,,,,
Q86YV9,HPS6,,,,0.2895 ,0.0091 ,0.0398 ,,,,,,,,,,,,,,,,,,
Q86YZ3,HRNR,,,,,,,1.2361 ,0.0050 ,0.0231 ,,,,,,,,,,,,,,,
Q8IU81,IRF2BP1,,,,,,,,,,0.3131 ,0.0130 ,0.0491 ,,,,,,,,,,,,
Q8IUC6,TICAM1,,,,,,,,,,,,,0.4888 ,0.0069 ,0.0347 ,,,,,,,,,
Q8IUD2,ERC1,,,,0.3255 ,0.0000 ,0.0003 ,,,,,,,0.2901 ,0.0000 ,0.0007 ,,,,,,,,,
Q8IUF1,CBWD2,,,,,,,0.5551 ,0.0000 ,0.0001 ,0.6072 ,0.0001 ,0.0014 ,,,,,,,,,,,,
Q8IUF8,RIOX2,,,,,,,0.5587 ,0.0002 ,0.0018 ,,,,,,,,,,,,,,,
Q8IUH3,RBM45,,,,,,,0.3935 ,0.0029 ,0.0152 ,,,,0.3128 ,0.0049 ,0.0269 ,,,,,,,,,
Q8IUH5,ZDHHC17,,,,,,,,,,,,,0.3656 ,0.0095 ,0.0433 ,,,,,,,,,
Q8IUI8,CRLF3,,,,-0.6825 ,0.0010 ,0.0082 ,,,,,,,,,,,,,,,,,,
Q8IUR0,TRAPPC5,,,,,,,,,,,,,,,,,,,,,,0.6320 ,0.0001 ,0.0024 
Q8IUR7,ARMC8,,,,,,,0.3170 ,0.0000 ,0.0002 ,,,,,,,,,,,,,,,
Q8IUW5,RELL1,,,,0.8576 ,0.0030 ,0.0179 ,0.5156 ,0.0015 ,0.0089 ,,,,0.3998 ,0.0093 ,0.0429 ,,,,,,,,,
Q8IUX7,AEBP1,,,,,,,,,,-1.1339 ,0.0009 ,0.0069 ,,,,-0.7555 ,0.0031 ,0.0467 ,,,,,,
Q8IUZ5,PHYKPL,-0.4867 ,0.0017 ,0.0140 ,-0.6069 ,0.0006 ,0.0056 ,,,,,,,-0.2914 ,0.0009 ,0.0075 ,-0.3871 ,0.0001 ,0.0060 ,,,,,,
Q8IV08,PLD3,,,,-0.4875 ,0.0049 ,0.0258 ,,,,0.2772 ,0.0004 ,0.0038 ,,,,,,,,,,0.4401 ,0.0012 ,0.0125 
Q8IV38,ANKMY2,,,,,,,-0.5160 ,0.0091 ,0.0363 ,-0.3542 ,0.0015 ,0.0099 ,,,,,,,,,,,,
Q8IV45,UNC5CL,,,,,,,,,,,,,0.6576 ,0.0002 ,0.0028 ,,,,,,,,,
Q8IV48,ERI1,0.4674 ,0.0011 ,0.0104 ,,,,0.8211 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
Q8IV53,DENND1C,,,,-0.5394 ,0.0112 ,0.0461 ,,,,,,,,,,,,,,,,,,
Q8IVD9,NUDCD3,,,,-0.5198 ,0.0013 ,0.0097 ,-0.5873 ,0.0003 ,0.0023 ,,,,-0.2746 ,0.0024 ,0.0154 ,,,,,,,,,
Q8IVF2,AHNAK2,0.4068 ,0.0079 ,0.0415 ,,,,0.9118 ,0.0000 ,0.0003 ,0.7248 ,0.0000 ,0.0005 ,,,,,,,,,,,,
Q8IVH4,MMAA,,,,,,,0.2734 ,0.0009 ,0.0060 ,,,,,,,,,,,,,,,
Q8IVL5,P3H2,,,,0.8687 ,0.0106 ,0.0442 ,,,,,,,,,,,,,,,,,,
Q8IVM0,CCDC50,-0.4465 ,0.0079 ,0.0415 ,,,,,,,,,,,,,,,,,,,,,
Q8IVS2,MCAT,0.4121 ,0.0001 ,0.0019 ,,,,,,,,,,,,,,,,,,,,,
Q8IVS8,GLYCTK,,,,,,,,,,,,,-0.6027 ,0.0000 ,0.0000 ,,,,,,,,,
Q8IVT2,MISP,0.4764 ,0.0074 ,0.0395 ,,,,,,,,,,0.6655 ,0.0000 ,0.0001 ,,,,,,,,,
Q8IW00,VSTM4,,,,,,,,,,,,,,,,,,,,,,-0.6842 ,0.0001 ,0.0022 
Q8IW45,NAXD,-0.3978 ,0.0020 ,0.0160 ,,,,-0.3664 ,0.0004 ,0.0035 ,,,,,,,,,,,,,,,
Q8IWA0,WDR75,,,,,,,0.6309 ,0.0001 ,0.0012 ,,,,,,,,,,,,,,,
Q8IWA4,MFN1,,,,,,,,,,0.3815 ,0.0001 ,0.0016 ,,,,,,,,,,,,
